LogN,H,Depth,LogScale,LogSlots,MIN,AVG,MED,STD,MIN,AVG,MED,STD
16,32,1,45,15,41.8301,44.6390,45.0000,4.2104,53.1508,53.1508,53.1508,+Inf
16,64,1,45,15,41.2996,44.1284,44.0000,3.8034,53.1508,53.1508,53.1508,+Inf
16,128,1,45,15,40.8301,43.6236,44.0000,3.4362,53.1508,53.1508,53.1508,+Inf
16,256,1,45,15,40.3561,43.1208,43.4150,3.1137,53.1508,53.1508,53.1508,+Inf
