LogN,H,Depth,LogScale,LogSlots,MIN,AVG,MED,STD,MIN,AVG,MED,STD
16,32,1,45,15,41.8301,44.6388,45.0000,4.2109,53.1508,53.1508,53.1508,+Inf
16,64,1,45,15,41.2996,44.1284,44.0000,3.8035,53.1508,53.1508,53.1508,+Inf
